 loss val_loss
1149 0.1065 0.1074
1150 0.1067 0.1077
1151 0.1059 0.1076
1152 0.1054 0.1081
1153 0.1051 0.1072
1154 0.1049 0.1094
1155 0.1038 0.1060
1156 0.1044 0.1059
1157 0.1067 0.1083
1158 0.1052 0.1091
1159 0.1044 0.1110
1160 0.1065 0.1116
1161 0.1063 0.1084
1162 0.1040 0.1083
1163 0.1058 0.1091
1164 0.1058 0.1065
1165 0.1147 0.1133
1166 0.1121 0.1131
1167 0.1111 0.1120
1168 0.1112 0.1123
1169 0.1107 0.1116
1170 0.1108 0.1122
1171 0.1104 0.1117
1172 0.1099 0.1118
1173 0.1098 0.1119
1174 0.1095 0.1113
1175 0.1095 0.1131
1176 0.1097 0.1116
1177 0.1092 0.1118
1178 0.1095 0.1123
1179 0.1096 0.1122
1180 0.1091 0.1131
1181 0.1117 0.1132
1182 0.1107 0.1125
1183 0.1099 0.1126
1184 0.1097 0.1117
1185 0.1091 0.1120
1186 0.1096 0.1122
1187 0.1093 0.1121
1188 0.1097 0.1117
1189 0.1094 0.1119
1190 0.1090 0.1123
1191 0.1094 0.1121
1192 0.1088 0.1124
1193 0.1092 0.1124
1194 0.1089 0.1118
1195 0.1089 0.1117
1196 0.1094 0.1123
1197 0.1096 0.1127
1198 0.1093 0.1121
1199 0.1091 0.1120
1200 0.1093 0.1122
1201 0.1092 0.1117
1202 0.1089 0.1118
1203 0.1089 0.1121
1204 0.1086 0.1121
1205 0.1094 0.1112
1206 0.1093 0.1110
1207 0.1094 0.1143
1208 0.1103 0.1119
1209 0.1091 0.1124
1210 0.1090 0.1125
1211 0.1088 0.1128
1212 0.1085 0.1121
1213 0.1085 0.1122
1214 0.1085 0.1123
1215 0.1086 0.1119
1216 0.1092 0.1129
1217 0.1086 0.1144
1218 0.1086 0.1118
1219 0.1088 0.1121
1220 0.1092 0.1116
1221 0.1086 0.1122
1222 0.1082 0.1115
1223 0.1083 0.1118
1224 0.1086 0.1128
1225 0.1082 0.1120
1226 0.1080 0.1124
1227 0.1084 0.1128
1228 0.1085 0.1124
1229 0.1086 0.1126
1230 0.1087 0.1140
1231 0.1081 0.1128
1232 0.1081 0.1117
1233 0.1083 0.1116
1234 0.1079 0.1122
1235 0.1078 0.1126
1236 0.1081 0.1111
1237 0.1083 0.1114
1238 0.1084 0.1118
1239 0.1085 0.1115
1240 0.1079 0.1104
1241 0.1079 0.1115
1242 0.1081 0.1114
1243 0.1081 0.1111
1244 0.1080 0.1111
1245 0.1082 0.1115
1246 0.1082 0.1119
1247 0.1086 0.1115
1248 0.1079 0.1117
1249 0.1079 0.1122
1250 0.1084 0.1108
1251 0.1088 0.1126
1252 0.1092 0.1119
1253 0.1086 0.1104
1254 0.1081 0.1107
1255 0.1079 0.1106
1256 0.1080 0.1100
1257 0.1083 0.1105
1258 0.1078 0.1119
1259 0.1081 0.1108
1260 0.1077 0.1120
1261 0.1077 0.1122
1262 0.1084 0.1112
1263 0.1083 0.1118
1264 0.1077 0.1111
1265 0.1076 0.1110
1266 0.1076 0.1105
1267 0.1084 0.1114
1268 0.1083 0.1111
1269 0.1076 0.1100
1270 0.1075 0.1097
1271 0.1074 0.1106
1272 0.1065 0.1108
1273 0.1065 0.1102
1274 0.1073 0.1086
1275 0.1060 0.1103
1276 0.1063 0.1087
1277 0.1061 0.1070
1278 0.1065 0.1087
1279 0.1065 0.1074
1280 0.1064 0.1102
1281 0.1081 0.1088
1282 0.1199 0.1141
1283 0.1135 0.1118
1284 0.1124 0.1113
1285 0.1106 0.1112
1286 0.1094 0.1119
1287 0.1091 0.1111
1288 0.1089 0.1123
1289 0.1086 0.1129
1290 0.1089 0.1126
1291 0.1087 0.1115
1292 0.1084 0.1114
1293 0.1079 0.1112
1294 0.1079 0.1113
1295 0.1062 0.1106
1296 0.1062 0.1092
1297 0.1070 0.1084
1298 0.1077 0.1079
1299 0.1074 0.1073
1300 0.1073 0.1087
1301 0.1069 0.1086
1302 0.1071 0.1079
1303 0.1062 0.1103
1304 0.1071 0.1097
1305 0.1056 0.1088
1306 0.1060 0.1081
1307 0.1089 0.1111
1308 0.1095 0.1093
1309 0.1072 0.1095
1310 0.1063 0.1077
1311 0.1080 0.1085
1312 0.1069 0.1095
1313 0.1058 0.1094
1314 0.1042 0.1088
1315 0.1045 0.1070
1316 0.1042 0.1081
1317 0.1064 0.1126
1318 0.1075 0.1115
1319 0.1099 0.1107
1320 0.1089 0.1105
1321 0.1086 0.1107
1322 0.1077 0.1106
1323 0.1068 0.1109
1324 0.1069 0.1111
1325 0.1070 0.1107
1326 0.1064 0.1094
1327 0.1063 0.1117
1328 0.1084 0.1106
1329 0.1078 0.1126
1330 0.1085 0.1115
